ID,Cluster
460422,3
460431,3
460434,3
460437,0
460440,0
460443,3
460447,3
460449,1
460450,3
460453,0
460454,3
460457,0
460459,1
460460,1
460467,3
460470,1
460476,3
460477,1
460484,1
460485,1
460489,1
460492,0
460495,1
460504,3
460505,1
460507,1
460508,3
460518,0
460522,3
460541,3
460542,3
460545,3
460546,3
460547,3
460549,0
460550,3
460551,3
460555,0
460556,3
460558,3
460561,0
460563,1
460566,3
460571,1
460572,1
460574,3
460582,1
460583,1
460585,3
460586,1
460588,1
460597,1
460598,3
460605,0
460606,1
460612,0
460615,1
460618,3
460619,3
460621,3
460622,3
460626,0
460627,1
460633,3
460634,1
460637,1
460638,1
460639,3
460640,3
460645,1
460646,3
460653,0
460656,0
460658,0
460659,3
460660,0
460661,0
460668,3
460678,0
460686,0
460687,0
460691,0
460702,3
460703,0
460706,1
460708,3
460716,3
460719,3
460720,3
460722,3
460726,3
460727,3
460729,0
460733,3
460734,0
460738,3
460740,3
460743,3
460746,1
460763,3
460769,3
460780,1
460783,3
460785,1
460789,3
460794,0
460796,3
460802,3
460811,3
460813,3
460815,3
460822,3
460825,1
460828,3
460830,1
460831,1
460837,3
460838,3
460840,3
460844,3
460846,1
460847,1
460851,3
460855,3
460857,1
460859,3
460860,3
460861,1
460866,1
460870,1
460871,1
460872,3
460877,3
460878,3
460882,1
460888,0
460891,3
460897,1
460898,3
460899,3
460901,0
460902,3
460905,3
460906,3
460907,3
460923,3
460924,1
460928,3
460934,1
460935,3
460945,1
460953,3
460961,1
460962,0
460963,1
460968,0
460975,3
460976,1
460977,3
460979,3
460981,3
460984,3
460988,3
460989,1
460991,1
460993,3
460999,1
461000,3
461001,3
461015,3
461016,1
461022,3
461023,3
461024,3
461028,1
461029,0
461034,1
461037,3
461038,3
461041,3
461042,1
461043,1
461044,1
461049,3
461050,3
461053,3
461059,3
461060,3
461065,3
461071,1
461078,1
461082,0
461085,1
461093,3
461099,1
461111,0
461114,3
461116,1
461118,0
461119,1
461121,1
461124,1
461127,1
461128,0
461129,3
461131,3
461145,3
461152,0
461154,1
461158,3
461162,0
461163,0
461168,0
461169,0
461174,1
461177,0
461178,1
461179,1
461181,1
461183,1
461187,0
461197,1
461198,3
461201,3
461205,1
461211,3
461214,1
461215,0
461218,1
461220,0
461221,1
461225,0
461226,3
461230,1
461232,3
461233,3
461236,0
461237,1
461241,0
461242,3
461243,3
461248,3
461251,3
461252,3
461256,1
461257,3
461258,3
461262,1
461263,3
461265,1
461269,1
461274,3
461276,3
461277,3
461281,1
461286,1
461289,1
461292,3
461297,3
461299,3
461303,1
461308,1
461309,1
461313,3
461314,3
461319,3
461320,3
461322,3
461323,0
461324,3
461326,3
461335,0
461340,3
461346,0
461348,3
461350,1
461352,1
461356,1
461357,1
461363,3
461366,3
461370,1
461377,3
461378,0
461379,1
461383,3
461388,1
461397,1
461402,1
461408,3
461421,3
461423,1
461426,0
461428,3
461432,3
461437,3
461439,3
461441,3
461442,3
461454,0
461456,3
461457,1
461458,0
461462,3
461465,0
461466,3
461468,3
461469,3
461476,3
461479,3
461480,3
461482,0
461494,3
461501,3
461503,0
461510,3
461514,1
461516,3
461518,3
461521,3
461522,3
461525,3
461526,3
461530,3
461534,3
461540,3
461546,3
461548,1
461553,3
461556,3
461558,3
461564,3
461570,3
461574,3
461587,1
461593,0
461602,1
461604,3
461612,0
461615,3
461617,3
461619,3
461624,3
461626,3
461630,3
461637,3
461644,1
461653,3
461655,0
461658,3
461659,3
461661,3
461663,1
461668,3
461671,1
461674,3
461676,3
461679,1
461681,0
461683,3
461685,1
461686,3
461690,3
461694,1
461695,3
461698,3
461701,3
461705,1
461708,3
461709,1
461711,0
461716,1
461720,3
461722,1
461724,3
461725,0
461727,3
461737,3
461738,3
461744,3
461747,3
461749,1
461752,3
461756,3
461760,3
461769,3
461771,0
461775,3
461778,3
461780,3
461782,3
461784,3
461788,3
461791,0
461792,1
461800,3
461801,1
461802,1
461804,3
461807,0
461815,3
461816,1
461821,1
461822,0
461824,0
461832,1
461837,3
461845,3
461846,3
461848,1
461858,1
461859,0
461860,3
461862,0
461864,1
461872,3
461873,1
461874,3
461882,1
461892,3
461896,3
461898,3
461899,1
461901,0
461910,3
461913,1
461914,0
461921,3
461927,1
461928,3
461929,3
461930,3
461931,1
461936,3
461937,3
461941,3
461943,1
461962,3
461963,0
461965,1
461967,1
461968,3
461978,1
461985,1
461988,3
461989,3
461993,1
461994,0
461996,0
461999,1
462007,3
462011,1
462013,3
462015,3
462016,0
462017,0
462027,3
462029,3
462033,3
462038,1
462043,1
462044,3
462048,1
462051,1
462052,3
462053,3
462058,0
462060,3
462064,3
462068,3
462075,3
462078,3
462080,0
462081,1
462083,1
462084,3
462085,1
462088,3
462090,0
462091,1
462094,3
462096,3
462102,0
462103,0
462108,3
462109,3
462111,0
462114,1
462116,3
462118,1
462120,3
462128,0
462131,0
462134,3
462141,0
462149,3
462151,0
462163,0
462168,3
462171,3
462172,3
462174,0
462177,1
462179,1
462180,3
462186,1
462187,3
462188,3
462196,3
462197,3
462198,1
462200,3
462202,1
462203,1
462204,1
462205,1
462209,3
462210,3
462211,1
462214,3
462216,3
462218,3
462220,1
462222,1
462229,1
462231,1
462232,1
462234,1
462238,3
462240,3
462243,1
462246,3
462249,1
462256,3
462257,3
462260,3
462262,1
462274,3
462275,3
462278,1
462279,1
462280,1
462281,3
462284,3
462285,3
462286,3
462290,3
462291,1
462297,0
462300,3
462304,3
462306,3
462309,3
462310,3
462323,3
462336,3
462339,1
462340,3
462342,0
462345,3
462346,0
462349,3
462355,3
462356,3
462358,3
462365,3
462368,3
462370,3
462381,3
462382,3
462384,1
462386,1
462389,3
462395,3
462396,3
462397,3
462400,3
462401,3
462409,0
462411,0
462415,1
462420,1
462421,3
462423,3
462424,3
462428,3
462429,3
462445,1
462446,1
462447,0
462450,1
462451,1
462452,1
462454,1
462456,1
462457,1
462463,3
462472,3
462473,3
462485,3
462488,1
462491,1
462492,3
462496,3
462498,3
462503,3
462508,1
462512,3
462517,0
462518,1
462519,1
462521,0
462522,1
462524,3
462525,3
462526,3
462529,3
462531,3
462533,1
462538,3
462541,3
462542,0
462543,3
462545,1
462554,1
462561,3
462563,3
462566,1
462577,3
462578,0
462580,3
462584,1
462587,3
462589,1
462595,1
462596,1
462600,1
462607,3
462609,3
462611,1
462612,1
462613,1
462615,1
462617,1
462619,3
462625,1
462626,1
462632,1
462637,3
462643,3
462654,1
462658,0
462668,0
462669,1
462678,3
462680,3
462683,1
462685,1
462687,0
462692,3
462696,3
462697,3
462702,3
462704,3
462705,3
462716,0
462720,1
462722,1
462723,0
462727,3
462729,1
462731,0
462732,3
462735,3
462736,0
462738,1
462739,3
462743,1
462746,1
462747,1
462752,1
462755,1
462756,1
462761,1
462762,3
462767,1
462768,3
462776,3
462785,3
462788,3
462792,3
462799,1
462804,0
462807,1
462810,0
462814,0
462817,3
462819,3
462823,1
462824,3
462826,1
462827,1
462834,3
462838,3
462841,1
462845,1
462849,3
462850,1
462853,1
462854,1
462858,0
462861,0
462866,3
462868,1
462869,0
462871,3
462872,0
462874,3
462887,3
462890,0
462891,1
462894,3
462900,3
462903,3
462905,0
462914,1
462920,3
462923,0
462925,3
462927,0
462936,3
462941,3
462944,0
462951,3
462956,0
462958,1
462963,3
462966,3
462968,3
462971,3
462976,3
462981,0
462982,1
462983,3
462984,3
462986,1
462992,3
462993,3
462994,3
462998,0
463003,3
463012,3
463020,3
463023,0
463024,3
463028,1
463030,3
463034,0
463037,3
463039,0
463040,3
463044,3
463047,0
463051,0
463052,3
463058,0
463062,3
463069,0
463075,3
463080,1
463083,0
463085,3
463086,0
463088,3
463089,0
463090,3
463091,0
463094,0
463096,1
463099,3
463100,0
463102,1
463104,3
463106,3
463108,3
463118,3
463120,3
463129,3
463133,3
463138,1
463144,3
463145,1
463146,0
463148,3
463149,3
463150,0
463151,3
463154,1
463156,3
463157,0
463158,3
463163,1
463164,0
463165,3
463166,3
463170,1
463171,3
463173,3
463174,3
463175,1
463181,3
463187,0
463192,3
463195,0
463196,3
463199,3
463201,1
463203,1
463204,1
463209,3
463218,0
463219,3
463220,3
463221,1
463224,2
463240,3
463242,0
463244,3
463245,0
463248,0
463251,1
463256,1
463258,3
463260,3
463265,3
463266,3
463267,0
463269,3
463270,1
463273,0
463276,3
463277,0
463278,3
463280,0
463292,3
463302,3
463308,3
463316,3
463323,1
463324,1
463330,1
463332,3
463334,1
463335,1
463338,1
463340,1
463341,1
463348,3
463351,1
463356,1
463360,3
463367,1
463368,3
463372,1
463375,3
463376,0
463378,1
463379,1
463386,0
463387,1
463391,0
463395,1
463404,1
463406,1
463409,0
463411,2
463420,3
463423,2
463427,3
463428,1
463431,2
463437,2
463438,2
463443,2
463444,3
463447,2
463452,3
463460,2
463461,1
463462,2
463470,1
463472,1
463473,1
463475,3
463477,1
463483,2
463491,0
463493,2
463499,2
463500,2
463503,2
463508,1
463509,1
463512,1
463516,1
463527,0
463528,2
463529,3
463533,2
463537,1
463545,1
463548,1
463550,2
463553,0
463554,0
463557,1
463560,0
463561,3
463566,2
463572,2
463577,2
463586,1
463588,1
463598,1
463601,1
463603,1
463605,1
463606,1
463614,1
463615,2
463616,1
463619,2
463620,1
463623,1
463624,2
463628,0
463632,2
463638,2
463639,1
463640,1
463644,1
463652,3
463654,1
463655,0
463661,2
463663,3
463664,1
463665,2
463669,0
463670,1
463689,2
463699,0
463703,2
463704,2
463707,1
463713,0
463714,2
463716,1
463718,1
463722,0
463724,1
463726,1
463727,1
463728,1
463732,1
463734,2
463741,2
463745,2
463747,2
463748,1
463753,1
463756,2
463761,2
463764,2
463766,2
463767,0
463768,2
463774,2
463776,2
463782,0
463783,1
463784,1
463785,1
463786,2
463790,1
463792,1
463794,1
463799,1
463800,1
463804,0
463807,1
463811,2
463814,0
463816,2
463818,0
463819,0
463821,0
463825,2
463827,2
463828,2
463830,1
463834,2
463835,1
463842,2
463847,2
463856,2
463857,2
463859,0
463865,2
463877,1
463880,1
463884,1
463891,2
463892,0
463904,2
463917,1
463923,1
463924,2
463926,1
463931,2
463932,2
463941,1
463943,2
463946,1
463948,1
463951,2
463955,2
463958,1
463961,1
463963,0
463966,0
463978,2
463980,1
463981,0
463983,2
463986,1
463997,2
464000,1
464004,1
464007,2
464009,2
464010,1
464013,1
464016,2
464019,1
464021,1
464023,1
464030,1
464031,1
464032,1
464033,1
464039,2
464042,0
464046,0
464048,0
464049,1
464053,0
464054,0
464059,2
464063,2
464066,0
464067,1
464068,2
464071,2
464072,2
464076,2
464084,1
464087,1
464089,0
464096,1
464099,0
464103,2
464110,2
464112,1
464115,1
464118,2
464121,2
464123,2
464127,1
464132,1
464137,2
464139,0
464144,2
464152,2
464162,2
464167,2
464169,2
464172,2
464173,2
464175,1
464176,2
464179,2
464180,2
464182,2
464183,1
464185,2
464195,2
464200,1
464202,0
464204,2
464205,2
464206,2
464211,2
464212,2
464216,2
464217,0
464223,2
464226,2
464231,2
464232,1
464246,2
464254,2
464255,2
464257,2
464265,2
464269,1
464270,0
464271,2
464274,2
464276,2
464283,0
464286,2
464287,2
464289,1
464292,2
464297,0
464298,1
464308,2
464318,2
464320,2
464326,1
464332,2
464339,1
464344,2
464351,1
464364,0
464368,2
464370,2
464373,2
464378,0
464381,2
464382,2
464386,2
464387,0
464389,2
464392,2
464396,2
464412,2
464424,1
464425,0
464432,0
464433,1
464436,2
464437,2
464441,2
464451,2
464456,1
464468,2
464473,2
464474,2
464478,2
464481,2
464482,2
464483,2
464485,0
464487,1
464488,1
464494,2
464499,2
464501,1
464504,1
464506,0
464517,1
464522,0
464526,2
464528,2
464533,1
464536,2
464540,2
464544,2
464549,2
464550,2
464552,2
464553,2
464555,0
464560,0
464561,0
464566,2
464569,1
464570,2
464572,2
464576,0
464577,0
464580,0
464581,1
464586,2
464593,1
464594,2
464597,0
464601,0
464603,1
464606,2
464607,2
464608,2
464618,0
464620,2
464621,2
464637,1
464641,2
464652,0
464654,2
464664,1
464666,2
464670,2
464673,1
464674,2
464675,1
464677,1
464683,2
464684,0
464685,1
464688,1
464690,2
464691,1
464692,2
464693,0
464695,1
464696,2
464697,2
464699,1
464701,1
464704,2
464707,2
464711,0
464712,1
464722,2
464726,0
464728,2
464732,2
464737,2
464739,2
464746,1
464752,2
464755,2
464756,0
464758,2
464760,2
464765,1
464766,2
464769,0
464772,0
464774,0
464780,1
464790,2
464792,1
464794,0
464799,1
464802,2
464804,2
464806,2
464809,2
464812,2
464813,0
464817,0
464818,2
464825,0
464827,0
464828,1
464831,1
464832,2
464835,1
464836,0
464845,1
464849,2
464851,1
464852,1
464854,1
464857,1
464861,1
464864,1
464865,1
464868,0
464872,2
464873,2
464876,2
464879,2
464884,2
464885,1
464886,2
464902,2
464905,2
464907,2
464910,2
464911,2
464915,2
464916,0
464919,0
464920,0
464921,1
464925,0
464927,2
464932,0
464938,2
464939,2
464940,1
464944,2
464947,0
464957,2
464960,1
464961,2
464963,2
464972,1
464973,2
464981,2
464987,2
464990,2
464991,2
464995,2
465001,2
465005,2
465012,2
465014,2
465022,2
465023,0
465026,1
465032,2
465035,0
465038,2
465039,2
465040,2
465045,0
465056,2
465069,2
465075,2
465076,2
465079,2
465082,2
465087,1
465091,2
465092,2
465093,2
465095,2
465099,2
465100,2
465101,2
465105,0
465109,2
465111,0
465112,2
465113,2
465119,2
465120,1
465121,0
465122,2
465124,0
465128,2
465134,2
465136,2
465144,0
465147,1
465148,1
465150,2
465153,2
465155,2
465160,2
465164,1
465171,0
465172,0
465175,1
465176,2
465181,0
465182,2
465186,2
465187,2
465188,2
465189,2
465194,1
465196,1
465197,2
465201,2
465202,0
465203,1
465204,2
465213,2
465214,0
465216,0
465226,2
465228,2
465231,2
465236,2
465237,2
465242,1
465249,1
465254,1
465261,1
465264,2
465267,0
465274,2
465285,0
465288,1
465289,2
465290,2
465294,2
465295,0
465296,2
465303,2
465306,2
465310,1
465319,1
465326,2
465333,2
465335,2
465340,1
465342,2
465344,2
465345,2
465351,0
465352,2
465354,1
465357,2
465358,2
465359,2
465364,0
465366,0
465371,2
465372,2
465383,1
465384,2
465391,2
465393,2
465395,1
465399,2
465405,1
465408,1
465410,1
465417,2
465419,1
465423,2
465428,2
465433,2
465435,0
465437,2
465440,2
465441,2
465445,1
465458,2
465461,2
465463,1
465464,2
465467,1
465471,2
465472,2
465473,2
465477,1
465479,1
465482,0
465483,2
465484,2
465488,1
465489,1
465492,2
465496,2
465505,2
465507,0
465508,1
465510,2
465518,2
465520,1
465521,2
465522,1
465529,1
465538,2
465539,2
465541,2
465543,2
465547,2
465550,1
465551,2
465554,2
465555,2
465558,0
465568,2
465569,2
465571,2
465577,1
465584,2
465586,2
465587,2
465594,1
465598,1
465600,0
465601,2
465602,0
465603,0
465605,2
465611,2
465612,0
465616,0
465621,0
465625,0
465627,2
465629,2
465635,1
465638,2
465640,2
465644,1
465645,0
465649,0
465651,1
465653,2
465655,2
465656,2
465658,2
465663,2
465667,1
465668,1
465669,2
465670,0
465675,2
465680,1
465685,0
465688,2
465689,0
465695,1
465697,0
465703,1
465704,2
465705,2
465706,2
465721,2
465722,2
465725,1
465727,1
465728,2
465733,2
465734,2
465736,0
465737,0
465740,2
465742,2
465751,0
465753,0
465766,2
465768,0
465769,0
465772,2
465775,0
465776,0
465777,0
465784,1
465788,1
465793,1
465797,2
465804,2
465809,1
465811,1
465813,1
465818,1
465823,2
465826,1
465828,0
465829,0
465830,1
465831,2
465837,2
465841,2
465848,1
465849,0
465851,0
465853,2
465857,2
465860,2
465863,1
465865,0
465866,0
465867,0
465873,0
465875,0
465884,0
465893,2
465894,0
465907,0
465916,2
465923,0
465925,2
465927,2
465930,0
465931,0
465935,0
465937,0
465941,2
465948,2
465953,2
465957,2
465960,0
465961,2
465963,2
465965,0
465972,0
465974,2
465975,0
465976,2
465979,2
465982,2
465983,1
465996,1
465997,1
466001,0
466007,2
466017,2
466019,2
466020,2
466022,2
466023,2
466024,0
466032,2
466042,2
466043,2
466046,2
466058,2
466069,2
466071,2
466078,2
466079,2
466082,2
466083,1
466084,0
466085,0
466088,1
466090,2
466092,2
466099,2
466103,1
466109,2
466111,2
466114,2
466115,2
466118,2
466124,2
466128,2
466130,1
466132,1
466136,1
466138,2
466140,2
466141,2
466142,2
466143,2
466146,0
466148,2
466149,1
466153,2
466154,2
466156,0
466157,0
466161,2
466162,2
466166,2
466172,2
466178,2
466180,2
466185,2
466200,0
466201,2
466206,2
466207,0
466208,2
466210,2
466211,2
466213,1
466218,1
466223,2
466225,1
466226,2
466233,2
466235,2
466236,2
466238,1
466246,1
466247,2
466253,1
466257,1
466264,2
466268,2
466271,1
466274,2
466276,1
466278,1
466282,0
466285,1
466286,2
466287,2
466289,1
466290,1
466292,2
466297,1
466300,2
466301,2
466306,1
466313,2
466315,2
466317,2
466318,1
466319,1
466320,0
466321,2
466324,1
466326,1
466335,1
466337,2
466341,2
466347,2
466352,2
466355,1
466367,0
466370,2
466372,2
466373,2
466376,2
466377,0
466380,0
466381,2
466382,2
466387,0
466389,2
466391,2
466392,2
466393,1
466395,2
466397,1
466400,2
466401,2
466402,2
466404,2
466406,2
466408,2
466411,2
466414,2
466418,2
466419,2
466422,1
466427,1
466429,2
466443,2
466450,2
466455,2
466456,0
466457,0
466463,1
466464,2
466466,1
466467,2
466468,1
466474,0
466478,2
466483,2
466486,0
466488,2
466490,2
466493,2
466500,2
466501,2
466502,1
466516,1
466517,2
466526,1
466527,2
466530,1
466533,2
466535,0
466536,1
466538,2
466541,1
466543,0
466545,1
466550,1
466552,1
466553,2
466556,1
466562,1
466564,1
466565,0
466576,1
466586,1
466588,0
466596,2
466603,2
466606,2
466613,0
466623,2
466628,0
466631,2
466634,1
466635,2
466644,2
466650,0
466652,2
466655,2
466656,2
466658,1
466662,1
466665,2
466666,2
466671,1
466686,1
466687,1
466688,1
466689,0
466696,2
466704,2
466705,2
466707,2
466713,2
466718,2
466720,2
466721,0
466725,2
466731,2
466732,2
466733,1
466735,1
466746,2
466749,1
466750,1
466751,1
466752,2
466753,2
466754,2
466759,1
466760,2
466765,2
466769,1
466775,2
466776,2
466777,0
466778,2
466788,1
466790,2
466791,2
466792,2
466795,2
466799,1
466802,2
466804,2
466807,2
466808,2
466810,1
466811,1
466813,2
466814,1
466815,1
466816,2
466818,2
466826,2
466832,2
466833,2
466846,1
466863,0
466867,0
466871,2
466874,2
466884,2
466886,2
466891,0
466905,2
466906,2
466908,2
466909,2
466910,0
466917,2
466918,2
466920,1
466923,0
466926,1
466927,1
466936,2
466938,0
466939,2
466951,2
466954,0
466955,2
466956,2
466961,2
466966,2
466967,2
466970,0
466971,0
466975,2
466990,0
466996,0
466998,2
466999,1
467000,1
467008,2
467009,1
467022,1
467023,0
467025,1
467044,2
467046,1
467050,1
467053,1
467058,2
467060,0
467063,2
467073,0
467078,2
467079,2
467084,2
467085,2
467088,2
467092,1
467093,0
467098,2
467099,1
467107,2
467111,2
467112,2
467113,2
467114,2
467116,2
467119,2
467121,2
467125,2
467127,2
467129,2
467132,2
467136,2
467137,2
467138,0
467139,1
467143,2
467144,2
467146,0
467147,2
467153,2
467157,0
467158,1
467159,0
467160,2
467165,1
467167,2
467168,0
467172,0
467180,2
467183,2
467185,2
467189,2
467193,2
467201,1
467202,1
467208,2
467212,1
467216,2
467217,2
467218,0
467223,2
467227,0
467230,1
467232,1
467233,2
467235,2
467238,0
467239,1
467241,0
467242,1
467247,1
467256,1
467260,0
467263,1
467268,2
467275,1
467281,2
467283,2
467288,1
467296,2
467300,2
467301,2
467303,2
467309,2
467311,2
467312,2
467313,2
467314,2
467317,2
467318,2
467322,2
467325,2
467329,2
467338,1
467339,2
467344,2
467345,2
467346,2
467352,2
467355,1
467357,2
467358,2
467359,2
467365,2
467367,2
467369,2
467373,2
467375,0
467378,2
467384,2
467385,2
467389,1
467393,2
467398,2
467399,2
467403,0
467410,2
467415,2
467419,2
467421,2
467422,2
467423,2
467434,2
467437,2
467438,1
467441,2
467442,2
467444,2
467445,0
467449,2
467451,2
467455,0
467456,2
467457,1
467459,2
467463,0
467468,1
467472,2
467474,1
467479,2
467481,2
467482,2
467487,2
467488,2
467492,2
467493,2
467499,2
467500,2
467503,1
467504,1
467505,2
467510,2
467511,2
467514,2
467518,1
467532,0
467533,2
467537,2
467539,2
467540,2
467542,0
467557,2
467559,2
467565,2
467569,1
467570,0
467576,2
467579,0
467580,1
467588,2
467589,2
467592,0
467595,2
467596,2
467604,1
467608,0
467609,1
467610,2
467612,2
467614,2
467620,2
467621,2
467623,2
467629,2
467635,0
467641,0
467643,0
467654,2
467657,1
467658,1
467659,2
467664,2
467666,2
467667,0
467669,2
467673,2
467678,2
467679,2
467683,0
467684,0
467685,2
467693,2
467694,2
467699,2
467705,2
467706,2
467707,2
467710,0
467715,2
467721,2
467723,2
467726,2
467727,2
467728,2
467729,2
467733,0
467734,2
467735,2
467737,2
467739,2
467740,1
467741,1
467749,1
467763,2
467767,1
467768,2
467769,2
467772,1
467779,2
467789,1
467798,1
467802,2
467803,2
467806,2
467808,2
467812,2
467813,2
467815,2
467825,1
467828,2
467838,2
467848,0
467849,2
467852,0
467856,2
467860,2
467861,1
467864,2
467865,2
467868,2
467876,0
467879,2
467880,2
467882,2
467883,2
467888,1
467891,1
467892,1
467894,2
467895,1
467898,2
467901,1
467904,0
467905,2
467911,2
467913,2
467915,1
467917,1
467927,0
467929,2
467930,2
467932,1
467933,1
467934,2
467938,2
467940,0
467946,2
467948,1
467949,1
467950,2
467954,0
467958,2
467960,2
467961,2
467968,0
